CitanceNumber,PreTwo,PreOne,CitationSentence,PostOne,PostTwo,PreOne And Citation,Citation And PostOne,CitingArticle,ReferenceArticle,LengthOfDocumentVector
21,0.309,0.208,0.343,0.353,0.249,0.376,0.395,I05-3013.xml,C02-1025.xml,1099
22,0.240,0.262,0.304,0.116,0.346,0.347,0.319,I05-3030.xml,C02-1025.xml,1099
23,0.272,0.230,0.228,0.265,0.226,0.272,0.340,P03-1028.xml,C02-1025.xml,1099
24,0.277,0.291,0.359,0.326,0.345,0.398,0.378,P03-1028.xml,C02-1025.xml,1099
25,0.332,0.353,0.328,0.380,0.289,0.435,0.447,P05-1045.xml,C02-1025.xml,1099
26,0.310,0.207,0.315,0.276,0.206,0.309,0.354,P05-1051.xml,C02-1025.xml,1099
27,0.368,0.395,0.208,0.362,0.302,0.362,0.398,W03-0423.xml,C02-1025.xml,1099
28,0.229,0.297,0.287,0.213,0.315,0.328,0.281,W03-0423.xml,C02-1025.xml,1099
29,0.241,0.151,0.267,0.219,0.280,0.243,0.271,W03-0423.xml,C02-1025.xml,1099
30,0.250,0.297,0.270,0.228,0.342,0.272,0.241,W03-0423.xml,C02-1025.xml,1099
31,0.267,0.219,0.280,0.396,0.133,0.201,0.406,W03-0423.xml,C02-1025.xml,1099
32,0.348,0.301,0.282,0.227,0.333,0.294,0.345,W03-0432.xml,C02-1025.xml,1099
33,0.241,0.347,0.281,0.319,0.440,0.398,0.373,W04-0705.xml,C02-1025.xml,1099
34,0.164,0.274,0.312,0.272,0.445,0.271,0.356,W04-0705.xml,C02-1025.xml,1099
35,0.324,0.287,0.361,0.344,0.193,0.359,0.377,W06-0119.xml,C02-1025.xml,1099
36,0.273,0.259,0.211,0.392,0.284,0.333,0.417,C10-1070.xml,C04-1089.xml,1383
37,0.285,0.334,0.326,0.279,0.362,0.407,0.373,C10-2164.xml,C04-1089.xml,1383
38,0.104,0.238,0.296,0.256,0.326,0.280,0.319,D10-1042.xml,C04-1089.xml,1383
39,0.359,0.325,0.379,0.270,0.236,0.370,0.386,D12-1003.xml,C04-1089.xml,1383
40,0.160,0.169,0.409,0.173,0.357,0.388,0.421,D12-1003.xml,C04-1089.xml,1383
41,0.344,0.346,0.316,0.254,0.283,0.363,0.339,N09-1048.xml,C04-1089.xml,1383
42,0.317,0.295,0.379,0.338,0.232,0.409,0.440,N09-1048.xml,C04-1089.xml,1383
43,0.355,0.270,0.294,0.295,0.264,0.350,0.448,P06-1011.xml,C04-1089.xml,1383
44,0.303,0.363,0.275,0.321,0.354,0.353,0.391,P13-1059.xml,C04-1089.xml,1383
45,0.405,0.230,0.404,0.339,0.113,0.416,0.381,P13-1062.xml,C04-1089.xml,1383
46,0.373,0.343,0.286,0.303,0.315,0.390,0.344,P13-2036.xml,C04-1089.xml,1383
47,0.343,0.286,0.303,0.315,0.240,0.344,0.387,P13-2036.xml,C04-1089.xml,1383
48,0.286,0.306,0.328,0.335,0.107,0.323,0.410,W11-1215.xml,C04-1089.xml,1383
49,0.242,0.171,0.405,0.333,0.333,0.420,0.442,W13-2501.xml,C04-1089.xml,1383
50,0.334,0.333,0.302,0.385,0.346,0.337,0.415,W13-2512.xml,C04-1089.xml,1383
51,0.263,0.273,0.395,0.324,0.116,0.371,0.410,C10-2023.xml,C08-1098.xml,1781
52,0.335,0.263,0.330,0.318,0.328,0.361,0.408,D12-1133.xml,C08-1098.xml,1781
53,0.263,0.234,0.362,0.279,0.171,0.328,0.390,D12-1133.xml,C08-1098.xml,1781
54,0.155,0.117,0.367,0.184,0.281,0.379,0.370,D13-1032.xml,C08-1098.xml,1781
55,0.156,0.273,0.196,0.372,0.315,0.296,0.398,D13-1033.xml,C08-1098.xml,1781
56,0.210,0.304,0.263,0.464,0.266,0.336,0.464,E09-1079.xml,C08-1098.xml,1781
57,0.172,0.247,0.329,0.302,1.000,0.406,0.339,P10-1020.xml,C08-1098.xml,1781
58,0.312,0.232,0.333,0.301,0.294,0.338,0.300,P10-1068.xml,C08-1098.xml,1781
59,0.239,0.329,0.344,0.346,0.111,0.376,0.376,P10-1068.xml,C08-1098.xml,1781
60,0.285,0.294,0.271,0.279,0.231,0.324,0.284,P10-1068.xml,C08-1098.xml,1781
61,0.303,0.275,0.327,0.215,0.423,0.387,0.353,W10-1704.xml,C08-1098.xml,1781
62,0.309,0.394,0.332,0.342,0.255,0.412,0.325,W10-1727.xml,C08-1098.xml,1781
63,0.323,0.237,0.298,0.101,0.321,0.271,0.297,W11-2135.xml,C08-1098.xml,1781
64,0.237,0.419,0.351,0.236,0.343,0.448,0.382,W11-2145.xml,C08-1098.xml,1781
65,0.326,0.329,0.327,0.303,0.181,0.327,0.387,W11-2147.xml,C08-1098.xml,1781
66,0.331,0.355,0.291,0.164,0.343,0.405,0.297,W12-3141.xml,C08-1098.xml,1781
67,0.271,0.346,0.349,0.296,0.201,0.415,0.384,W12-3144.xml,C08-1098.xml,1781
68,0.311,0.288,0.314,0.424,0.322,0.352,0.405,W12-3402.xml,C08-1098.xml,1781
69,0.331,0.346,0.291,0.146,0.307,0.397,0.306,W13-2204.xml,C08-1098.xml,1781
70,0.296,0.116,0.360,0.274,0.272,0.349,0.349,W13-2210.xml,C08-1098.xml,1781
71,0.174,0.244,0.263,0.304,0.285,0.300,0.332,W13-2210.xml,C08-1098.xml,1781
72,0.144,0.241,0.390,0.188,0.285,0.396,0.404,W13-2211.xml,C08-1098.xml,1781
73,0.323,0.233,0.223,0.294,0.343,0.321,0.346,W13-2228.xml,C08-1098.xml,1781
74,0.334,0.331,0.371,0.277,0.290,0.372,0.403,W13-2230.xml,C08-1098.xml,1781
75,0.334,0.209,0.238,0.252,0.307,0.326,0.195,W13-2230.xml,C08-1098.xml,1781
76,0.287,0.311,0.189,0.313,0.362,0.315,0.322,W13-2230.xml,C08-1098.xml,1781
77,0.148,0.333,0.257,0.089,0.302,0.361,0.159,W13-2302.xml,C08-1098.xml,1781
78,0.328,0.213,0.181,0.322,0.263,0.244,0.281,W13-2708.xml,C08-1098.xml,1781
79,0.338,0.351,0.293,0.381,0.318,0.380,0.393,D12-1046.xml,C10-1045.xml,2402
80,0.346,0.227,0.382,0.363,0.329,0.381,0.454,J13-1007.xml,C10-1045.xml,2402
81,0.344,0.295,0.296,0.371,0.238,0.361,0.418,J13-1007.xml,C10-1045.xml,2402
82,0.304,0.226,0.274,0.295,0.258,0.342,0.322,J13-1007.xml,C10-1045.xml,2402
83,0.270,0.256,0.405,0.284,0.116,0.400,0.376,J13-1007.xml,C10-1045.xml,2402
84,0.333,0.354,0.392,0.440,0.435,0.402,0.443,J13-1007.xml,C10-1045.xml,2402
85,0.392,0.440,0.435,0.091,0.296,0.473,0.439,J13-1007.xml,C10-1045.xml,2402
86,0.201,0.400,0.352,0.386,0.326,0.438,0.400,J13-1008.xml,C10-1045.xml,2402
87,0.400,0.392,0.386,0.326,0.334,0.439,0.439,J13-1008.xml,C10-1045.xml,2402
88,0.199,0.192,0.355,0.195,0.198,0.380,0.377,J13-1008.xml,C10-1045.xml,2402
89,0.132,0.166,0.323,0.309,0.170,0.313,0.388,J13-1009.xml,C10-1045.xml,2402
90,0.309,0.170,0.248,0.292,0.175,0.204,0.307,J13-1009.xml,C10-1045.xml,2402
91,0.116,0.297,0.317,0.009,0.170,0.368,0.319,J13-1009.xml,C10-1045.xml,2402
92,0.292,0.009,0.330,0.293,0.375,0.330,0.375,J13-1009.xml,C10-1045.xml,2402
93,0.205,0.113,0.298,0.185,0.219,0.300,0.317,J13-1009.xml,C10-1045.xml,2402
94,0.400,0.392,0.265,0.326,0.334,0.378,0.371,P11-1159.xml,C10-1045.xml,2402
95,0.257,0.327,0.398,0.183,0.273,0.441,0.421,P11-2037.xml,C10-1045.xml,2402
96,0.358,0.345,0.322,0.196,0.356,0.386,0.349,P11-2122.xml,C10-1045.xml,2402
97,0.204,0.184,0.305,0.273,0.343,0.331,0.343,P11-2122.xml,C10-1045.xml,2402
98,0.349,0.330,0.272,0.214,0.303,0.375,0.319,P11-2122.xml,C10-1045.xml,2402
99,0.278,0.325,0.281,0.389,0.236,0.357,0.416,P11-2124.xml,C10-1045.xml,2402
100,0.116,0.310,0.294,0.166,0.230,0.378,0.330,P12-1016.xml,C10-1045.xml,2402
101,0.327,0.355,0.386,0.266,0.333,0.431,0.392,P12-2002.xml,C10-1045.xml,2402
102,0.387,0.231,0.311,0.234,0.064,0.355,0.333,P12-2002.xml,C10-1045.xml,2402
103,0.064,0.311,0.367,0.348,0.201,0.413,0.441,P12-2002.xml,C10-1045.xml,2402
104,0.321,0.347,0.298,0.360,0.384,0.393,0.361,W13-4904.xml,C10-1045.xml,2402
105,0.344,0.328,0.350,0.232,0.283,0.380,0.356,W13-4904.xml,C10-1045.xml,2402
106,0.325,0.377,0.396,0.251,0.157,0.474,0.397,W13-4904.xml,C10-1045.xml,2402
107,0.291,0.352,0.371,0.306,0.300,0.428,0.427,W13-4917.xml,C10-1045.xml,2402
108,0.453,0.306,0.300,0.421,0.311,0.385,0.463,W13-4917.xml,C10-1045.xml,2402
109,0.328,0.361,0.359,0.257,0.310,0.407,0.309,W13-4917.xml,C10-1045.xml,2402
110,0.264,0.291,0.218,0.329,0.307,0.313,0.343,P99-1061.xml,C90-2039.xml,2762
111,0.402,0.315,0.314,0.314,0.364,0.384,0.379,C90-3046.xml,C90-2039.xml,2762
112,0.260,0.239,0.337,0.368,0.283,0.358,0.390,C02-1033.xml,C98-1097.xml,2897
113,0.271,0.280,0.351,0.236,0.384,0.383,0.374,C02-1033.xml,C98-1097.xml,2897
114,0.353,0.292,0.382,0.285,0.275,0.410,0.407,P07-1061.xml,C98-1097.xml,2897
115,0.234,0.317,0.287,0.191,0.311,0.354,0.328,P07-1061.xml,C98-1097.xml,2897
116,0.310,0.289,0.288,0.285,0.357,0.315,0.318,P07-1061.xml,C98-1097.xml,2897
117,0.325,0.277,0.400,0.288,0.372,0.438,0.449,P07-1061.xml,C98-1097.xml,2897
118,0.331,0.323,0.365,0.261,0.310,0.420,0.382,P07-1061.xml,C98-1097.xml,2897
119,0.333,0.324,0.297,1.000,1.000,0.344,0.297,P07-1061.xml,C98-1097.xml,2897
120,0.296,0.366,0.305,0.232,0.232,0.353,0.314,P06128.xml,C98-1097.xml,2897
121,0.311,0.358,0.376,0.349,0.383,0.402,0.421,S0885.xml,C98-1097.xml,2897
122,0.196,0.295,0.375,0.276,0.314,0.373,0.403,D09-1086.xml,D09-1023.xml,3295
123,0.336,0.324,0.357,0.276,0.342,0.406,0.397,D11-1044.xml,D09-1023.xml,3295
124,0.366,0.268,0.344,0.242,0.262,0.366,0.376,D11-1044.xml,D09-1023.xml,3295
125,0.314,0.306,0.334,0.302,0.317,0.356,0.349,D11-1044.xml,D09-1023.xml,3295
126,0.253,0.115,0.392,0.379,0.316,0.393,0.453,D11-1044.xml,D09-1023.xml,3295
127,0.336,0.316,0.436,0.319,0.367,0.371,0.393,Pjournal.xml,D09-1023.xml,3295
128,0.391,0.335,0.385,0.190,0.290,0.428,0.384,Pjournal.xml,D09-1023.xml,3295
129,0.332,0.220,0.340,0.261,0.312,0.369,0.338,Pproc_d09.xml,D09-1023.xml,3295
130,0.290,0.381,0.369,0.255,0.351,0.442,0.400,W10-1730-parscit.xml,D09-1023.xml,3295
131,0.331,0.390,0.370,0.416,0.306,0.431,0.434,W11-2139.xml,D09-1023.xml,3295
132,0.338,0.372,0.405,0.362,0.332,0.443,0.395,N10-1040.xml,D09-1023.xml,3295
133,0.279,0.330,0.377,0.334,0.165,0.428,0.373,C16-1060.xml,D10-1058.xml,3451
134,0.297,0.236,0.342,0.321,0.319,0.364,0.396,P13-2002.xml,D10-1058.xml,3451
135,0.244,0.297,0.352,0.285,0.255,0.381,0.357,P13-2002.xml,D10-1058.xml,3451
136,0.314,0.229,0.302,0.231,0.292,0.335,0.343,P13-2002.xml,D10-1058.xml,3451
137,0.211,0.282,0.369,0.245,0.359,0.327,0.363,P13-2002.xml,D10-1058.xml,3451
138,0.339,0.241,0.337,0.306,0.291,0.372,0.351,P13-2002.xml,D10-1058.xml,3451
139,0.247,0.340,0.347,0.333,0.336,0.359,0.396,P59105ca.xml,D10-1058.xml,3451
140,0.210,0.306,0.290,0.314,0.320,0.362,0.379,Pcoling_D10.xml,D10-1058.xml,3451
141,0.297,0.236,0.341,0.321,0.310,0.364,0.401,Pproc_D10.xml,D10-1058.xml,3451
142,0.314,0.229,0.313,0.311,0.285,0.342,0.333,Pproc_D10.xml,D10-1058.xml,3451
143,0.229,0.300,0.311,0.285,0.302,0.324,0.357,Pproc_D10.xml,D10-1058.xml,3451
144,0.269,0.282,0.362,0.245,0.361,0.318,0.357,Pproc_D10.xml,D10-1058.xml,3451
145,0.336,0.239,0.337,0.290,0.280,0.371,0.343,Pproc_D10.xml,D10-1058.xml,3451
146,0.376,0.174,0.393,0.299,0.136,0.287,0.391,Q13-1024.xml,D10-1058.xml,3451
147,0.296,0.277,0.347,0.202,0.206,0.341,0.372,Q13-1024.xml,D10-1058.xml,3451
148,0.300,0.258,0.342,0.257,0.259,0.319,0.370,D11-1056.xml,D10-1083.xml,3643
149,0.338,0.319,0.387,0.394,0.341,0.395,0.445,D11-1059.xml,D10-1083.xml,3643
150,0.394,0.341,0.309,0.267,0.337,0.336,0.293,D11-1059.xml,D10-1083.xml,3643
151,0.367,0.314,0.368,0.361,0.318,0.413,0.393,D11-1059.xml,D10-1083.xml,3643
152,0.301,0.331,0.355,0.315,0.289,0.374,0.392,D11-1059.xml,D10-1083.xml,3643
153,0.305,0.345,0.277,0.323,0.111,0.377,0.361,D11-1059.xml,D10-1083.xml,3643
154,0.395,0.372,0.348,0.077,0.255,0.413,0.347,D12-1086.xml,D10-1083.xml,3643
155,0.126,0.259,0.246,0.319,0.300,0.296,0.358,D12-1125.xml,D10-1083.xml,3643
156,0.292,0.295,0.384,0.303,0.342,0.390,0.412,D12-1127.xml,D10-1083.xml,3643
157,0.303,0.354,0.352,0.286,0.364,0.412,0.392,D13-1004.xml,D10-1083.xml,3643
158,0.286,0.271,0.311,0.343,0.322,0.336,0.390,N12-1045.xml,D10-1083.xml,3643
159,0.342,0.335,0.362,0.330,0.399,0.396,0.385,P11-1087.xml,D10-1083.xml,3643
160,0.242,0.261,0.239,0.280,0.282,0.224,0.335,P11-1087.xml,D10-1083.xml,3643
161,0.270,0.316,0.283,0.325,0.363,0.364,0.370,P13-1150.xml,D10-1083.xml,3643
162,0.286,0.237,0.303,0.305,0.306,0.337,0.348,W11-0301.xml,D10-1083.xml,3643
163,0.279,0.398,0.370,0.251,0.394,0.410,0.371,W12-1914.xml,D10-1083.xml,3643
164,0.290,0.301,0.333,0.315,0.293,0.344,0.347,W11-1104.xml,E03-1020.xml,3643
165,0.210,0.245,0.109,0.314,0.201,0.104,0.138,W11-2214.xml,E03-1020.xml,3643
166,0.315,0.352,0.345,0.325,0.303,0.402,0.385,W11-2214.xml,E03-1020.xml,3643
167,0.107,0.404,0.315,0.342,0.316,0.436,0.386,N13-1140.xml,E09-2008.xml,3780
168,0.379,0.346,0.384,0.258,0.313,0.384,0.319,W11-2605.xml,E09-2008.xml,3780
169,0.163,0.324,0.303,0.278,0.301,0.362,0.346,W12-1003.xml,E09-2008.xml,3780
170,0.326,0.340,0.368,0.161,0.318,0.366,0.391,W12-6202.xml,E09-2008.xml,3780
171,0.142,0.314,0.319,0.344,0.216,0.317,0.386,W12-6211.xml,E09-2008.xml,3780
172,0.308,0.359,0.377,0.314,0.281,0.395,0.380,W12-6212.xml,E09-2008.xml,3780
173,0.375,0.271,0.319,0.259,0.147,0.352,0.312,W12-6212.xml,E09-2008.xml,3780
174,0.202,0.335,0.384,0.165,0.269,0.431,0.391,W12-6213.xml,E09-2008.xml,3780
175,0.289,0.239,0.264,0.359,0.245,0.250,0.384,P09-1083.xml,H05-1115.xml,3780
176,0.127,0.213,0.251,0.205,0.332,0.314,0.305,P09-1083.xml,H05-1115.xml,3780
177,0.253,0.168,0.225,0.236,0.274,0.259,0.296,P09-1083.xml,H05-1115.xml,3780
178,0.295,0.240,0.311,0.371,0.267,0.327,0.414,C10-2049.xml,H05-1115.xml,3780
179,0.359,0.287,0.215,0.307,0.365,0.329,0.343,P08-2003.xml,H05-1115.xml,3780
180,0.254,0.289,0.269,0.340,0.319,0.345,0.381,P08-2003.xml,H05-1115.xml,3780
181,0.214,0.330,0.200,0.230,0.328,0.353,0.273,P10-2055.xml,H05-1115.xml,3780
182,0.341,0.252,0.279,0.129,0.200,0.279,0.303,W93-0111.xml,H89-2014.xml,3780
183,0.283,0.285,0.217,0.410,0.241,0.325,0.415,J93-2006.xml,H89-2014.xml,3780
184,0.187,0.302,0.281,0.339,0.265,0.348,0.374,C00-1081.xml,H89-2014.xml,3780
185,0.308,0.316,0.342,0.300,0.308,0.391,0.338,H92-1022.xml,H89-2014.xml,3780
186,0.259,0.325,0.325,0.112,0.330,0.374,0.324,C92-1060.xml,H89-2014.xml,3780
187,0.338,0.225,0.347,0.238,0.272,0.371,0.259,C08-1107.xml,I05-5011.xml,3985
188,0.271,0.321,0.377,0.276,0.270,0.388,0.410,C10-2017.xml,I05-5011.xml,3985
189,0.214,0.240,0.342,0.281,0.294,0.352,0.388,D12-1094.xml,I05-5011.xml,3985
190,0.286,0.303,0.327,0.367,0.276,0.385,0.379,E09-1025.xml,I05-5011.xml,3985
191,0.205,0.303,0.346,0.337,0.110,0.396,0.364,I08-1070.xml,I05-5011.xml,3985
192,0.257,0.308,0.382,0.356,0.189,0.395,0.422,J10-3003.xml,I05-5011.xml,3985
193,0.332,0.353,0.303,0.269,0.248,0.355,0.364,P06-2094.xml,I05-5011.xml,3985
194,0.252,0.258,0.317,0.343,0.278,0.334,0.386,P07-1058.xml,I05-5011.xml,3985
195,0.279,0.193,0.415,0.230,0.303,0.401,0.424,P07-1058.xml,I05-5011.xml,3985
196,0.310,0.290,0.375,0.306,0.258,0.395,0.362,P07-1058.xml,I05-5011.xml,3985
197,0.271,0.300,0.338,0.342,0.258,0.337,0.368,P09-2063.xml,I05-5011.xml,3985
198,0.286,0.209,0.333,0.231,0.317,0.310,0.360,P11-1109.xml,I05-5011.xml,3985
199,0.265,0.317,0.343,0.321,0.250,0.375,0.336,P12-2031.xml,I05-5011.xml,3985
200,0.146,0.224,0.313,0.322,0.277,0.337,0.299,P12-2031.xml,I05-5011.xml,3985
201,0.291,0.355,0.261,0.163,0.312,0.366,0.360,P13-1131.xml,I05-5011.xml,3985
202,0.357,0.401,0.201,0.275,0.393,0.298,0.311,W12-4006.xml,I05-5011.xml,656
203,0.380,0.382,0.400,0.355,0.202,0.365,0.427,W12-4006.xml,I05-5011.xml,656
204,0.449,0.165,0.211,0.162,0.342,0.272,0.297,W13-4047.xml,J00-3003.xml,656
205,0.176,0.167,0.134,0.312,0.173,0.146,0.129,W12-1634.xml,J00-3003.xml,656
206,0.347,0.348,0.244,0.395,0.489,0.260,0.294,W12-1634.xml,J00-3003.xml,656
207,0.156,0.288,0.183,0.308,0.202,0.264,0.326,N06-2021.xml,J00-3003.xml,656
208,0.323,0.312,0.385,0.295,0.229,0.418,0.425,A00-2032.xml,J96-3004.xml,2142
209,0.157,0.271,0.345,0.229,0.299,0.388,0.369,C00-2095.xml,J96-3004.xml,2142
210,0.174,0.185,0.370,0.283,0.342,0.373,0.361,C02-1049.xml,J96-3004.xml,2142
211,0.003,0.161,0.323,0.089,0.113,0.298,0.311,C02-1049.xml,J96-3004.xml,2142
212,0.165,0.274,0.282,0.322,0.306,0.351,0.362,C02-1080.xml,J96-3004.xml,2142
213,0.246,0.195,0.298,0.203,0.229,0.306,0.345,C02-1143.xml,J96-3004.xml,2142
214,0.254,0.300,0.370,0.296,0.333,0.412,0.405,E09-1063.xml,J96-3004.xml,2142
215,0.331,0.335,0.375,0.313,0.234,0.413,0.409,I05-3031.xml,J96-3004.xml,2142
216,0.212,0.168,0.401,0.367,0.387,0.406,0.449,J00-3004.xml,J96-3004.xml,2142
217,0.285,0.239,0.337,0.365,0.158,0.363,0.399,J00-3004.xml,J96-3004.xml,2142
218,0.227,0.265,0.314,0.322,0.299,0.358,0.363,J04-1004.xml,J96-3004.xml,2142
219,0.308,0.382,0.286,0.301,0.209,0.411,0.290,J04-1004.xml,J96-3004.xml,2142
220,0.305,0.162,0.376,0.317,0.303,0.375,0.378,J04-1004.xml,J96-3004.xml,2142
221,0.308,0.233,0.371,0.317,0.407,0.401,0.416,J04-1004.xml,J96-3004.xml,2142
222,0.273,0.204,0.316,0.267,0.330,0.356,0.361,J05-4005.xml,J96-3004.xml,2142
223,0.198,0.264,0.295,0.345,0.315,0.354,0.373,J05-4005.xml,J96-3004.xml,2142
224,0.210,0.275,0.276,0.203,0.199,0.278,0.320,J05-4005.xml,J96-3004.xml,2142
225,0.352,0.226,0.275,0.242,0.110,0.300,0.296,J05-4005.xml,J96-3004.xml,2142
226,0.325,0.207,0.361,0.274,0.277,0.375,0.395,J11-1005.xml,J96-3004.xml,2142
227,0.164,0.290,0.307,0.003,0.164,0.362,0.292,J11-3001.xml,J96-3004.xml,2142
228,0.328,0.257,0.396,0.411,0.294,0.418,0.417,J97-4004.xml,J96-3004.xml,2142
229,0.293,0.274,0.320,0.301,0.285,0.345,0.357,J97-4004.xml,J96-3004.xml,2142
230,0.257,0.159,0.357,0.258,0.211,0.263,0.356,J97-4004.xml,J96-3004.xml,2142
231,0.322,0.258,0.348,0.203,0.171,0.361,0.362,N10-1068.xml,J96-3004.xml,2142
232,0.294,0.205,0.297,0.267,0.330,0.333,0.333,P03-1035.xml,J96-3004.xml,2142
233,0.151,0.355,0.352,0.320,0.295,0.424,0.365,P03-1035.xml,J96-3004.xml,2142
234,0.297,0.274,0.355,0.258,0.235,0.337,0.357,P06-1010.xml,J96-3004.xml,2142
235,0.278,0.260,0.352,0.307,0.159,0.372,0.348,P06-1126.xml,J96-3004.xml,2142
236,0.305,0.200,0.351,0.311,0.253,0.362,0.367,P07-1015.xml,J96-3004.xml,2142
237,0.276,0.202,0.311,0.281,0.206,0.334,0.257,P07-1016.xml,J96-3004.xml,2142
238,0.335,0.312,0.369,0.250,0.277,0.363,0.343,P12-1110.xml,J96-3004.xml,2142
239,0.320,0.386,0.336,0.272,0.280,0.428,0.351,P12-1111.xml,J96-3004.xml,2142
240,0.341,0.228,0.302,0.345,0.350,0.308,0.362,P97-1041.xml,J96-3004.xml,2142
241,0.310,0.374,0.350,0.313,0.100,0.411,0.389,P98-1076.xml,J96-3004.xml,2142
242,0.100,0.191,0.367,0.291,0.235,0.297,0.318,P98-1076.xml,J96-3004.xml,2142
243,0.232,0.220,0.316,0.319,0.301,0.353,0.395,P99-1036.xml,J96-3004.xml,2142
244,0.304,0.319,0.301,0.003,0.360,0.354,0.366,P99-1036.xml,J96-3004.xml,2142
245,0.301,0.003,0.360,0.304,0.299,0.360,0.386,P99-1036.xml,J96-3004.xml,2142
246,0.287,0.140,0.347,0.279,0.291,0.347,0.336,P99-1036.xml,J96-3004.xml,2142
247,0.268,0.230,0.327,0.249,0.200,0.357,0.370,W00-0803.xml,J96-3004.xml,2142
248,0.320,0.329,0.342,0.330,0.350,0.369,0.363,W00-1207.xml,J96-3004.xml,2142
249,0.230,0.169,0.183,0.357,0.323,0.195,0.260,W01-0513.xml,J96-3004.xml,2142
250,0.288,0.295,0.345,0.201,0.212,0.371,0.352,W02-1117.xml,J96-3004.xml,2142
251,0.435,0.396,0.339,0.338,0.112,0.443,0.346,W02-1808.xml,J96-3004.xml,2142
252,0.350,0.253,0.304,0.375,0.366,0.351,0.408,W03-1025.xml,J96-3004.xml,2142
253,0.363,0.304,0.339,0.293,0.305,0.397,0.385,W03-1025.xml,J96-3004.xml,2142
254,0.201,0.199,0.290,0.296,0.256,0.312,0.365,W03-1025.xml,J96-3004.xml,2142
255,0.332,0.358,0.367,0.320,0.308,0.405,0.415,W03-1728.xml,J96-3004.xml,2142
256,0.255,0.375,0.362,0.333,0.326,0.411,0.390,W05-0709.xml,J96-3004.xml,2142
257,0.351,0.216,0.366,0.235,0.272,0.346,0.346,W06-1630.xml,J96-3004.xml,2142
258,0.251,0.362,0.342,0.225,0.312,0.404,0.372,W10-3212.xml,J96-3004.xml,2142
259,0.299,0.224,0.361,0.365,0.376,0.378,0.425,W10-3708.xml,J96-3004.xml,2142
260,0.237,0.277,0.321,0.164,0.111,0.386,0.341,W11-0823.xml,J96-3004.xml,2142
261,0.270,0.270,0.354,0.367,0.316,0.382,0.378,W12-1011.xml,J96-3004.xml,2142
262,0.168,0.287,0.350,0.335,0.237,0.323,0.396,W12-1011.xml,J96-3004.xml,2142
263,0.379,0.389,0.372,0.373,0.343,0.424,0.384,W12-2303.xml,J96-3004.xml,2142
264,0.316,0.293,0.337,0.393,0.273,0.394,0.430,W12-2303.xml,J96-3004.xml,2142
265,0.358,0.303,0.393,0.365,0.374,0.371,0.434,W97-0120.xml,J96-3004.xml,2142
266,0.311,0.293,0.304,0.250,0.306,0.370,0.318,W97-0120.xml,J96-3004.xml,2142
267,0.306,0.168,0.350,0.305,0.322,0.358,0.369,W97-0120.xml,J96-3004.xml,2142
268,0.252,0.314,0.413,0.214,0.294,0.379,0.293,W97-0120.xml,J96-3004.xml,2142
269,0.108,0.156,0.367,0.279,0.273,0.376,0.355,W97-0120.xml,J96-3004.xml,2142
270,0.156,0.345,0.284,0.349,0.251,0.364,0.350,W97-0316.xml,J96-3004.xml,2142
271,0.195,0.286,0.222,0.239,0.178,0.319,0.227,J01-2004.xml,J98-2005.xml,2142
